bedrijf,domein,domein_bron,functie,is_cs,datum,plaats,aantal_vacatures,al_in_pool,vacature_url,zoekterm
Oakwell Hampton Group,,domein niet gevonden,Client Success Manager,,2026-09-10,Amsterdam Area,1,nee,https://nl.linkedin.com/jobs/view/client-success-manager-at-oakwell-hampton-group-4465805104,customer happiness
Odyssey Hotel Group,,domein niet gevonden,Front Office Associate,,2026-09-03,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/front-office-associate-at-odyssey-hotel-group-4461654165,customer service
OGÉR,,domein niet gevonden,Creative,,2026-08-24,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/creative-at-og%C3%A9r-4456862930,content specialist webshop
Oneway Bike,,domein niet gevonden,Inside Sales Medewerker,,2026-09-07,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/inside-sales-medewerker-at-oneway-bike-4462936055,support medewerker webshop
Open (YC W24),,domein niet gevonden,CSM (Customer Success Manager),ja,2026-06-14,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/csm-customer-success-manager-at-open-yc-w24-4428634335,customer happiness
Openclaims,,domein niet gevonden,Customer Success &amp; Growth Manager – Dealers &amp; Schadeherstellers,ja,2026-07-29,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/customer-success-growth-manager-%E2%80%93-dealers-schadeherstellers-at-openclaims-4446814064,customer happiness
Orangebag.nl,,domein niet gevonden,Social Media &amp; Influencer Specialist,,2026-07-23,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/social-media-influencer-specialist-at-orangebag-nl-4443909803,online marketeer webshop
orderBilly,,domein niet gevonden,Customer Support Specialist,ja,2026-09-16,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-specialist-at-orderbilly-4466864395,klantenservice medewerker
Otolift Academy,,domein niet gevonden,Klantenservice medewerker,ja,2026-09-21,Bergambacht,1,nee,https://nl.linkedin.com/jobs/view/klantenservice-medewerker-at-otolift-academy-4469877371,klantenservice medewerker
Pageking® - Full Swing Digital Agency,,domein niet gevonden,Open sollicitatie,,2026-07-10,Breda,2,nee,https://nl.linkedin.com/jobs/view/open-sollicitatie-at-pageking%C2%AE-full-swing-digital-agency-4439006943,webshop beheerder
PALMBERG Büroeinrichtungen + Service GmbH,,domein niet gevonden,"Medewerker orderinvoer/klantenservice Nederland, België en Luxemburg (m/v/x)",ja,2026-05-20,'s-Hertogenbosch,1,nee,https://nl.linkedin.com/jobs/view/medewerker-orderinvoer-klantenservice-nederland-belgi%C3%AB-en-luxemburg-m-v-x-at-palmberg-b%C3%BCroeinrichtungen-%2B-service-gmbh-4416168277,orderverwerking medewerker
Parfumerie Douglas Nederland,,domein niet gevonden,Franstalige Customer Service Agent,ja,2025-01-16,Nijmegen,2,nee,https://nl.linkedin.com/jobs/view/franstalige-customer-service-agent-at-parfumerie-douglas-nederland-4125917811,klantenservice medewerker
Parfums Christian Dior,,domein niet gevonden,Beauty Consultant Amsterdam,,2026-09-15,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/beauty-consultant-amsterdam-at-parfums-christian-dior-4467704566,klantadviseur
PCS Wireless,,domein niet gevonden,"Manager, Global Marketplace Operations",,2026-09-09,Rosmalen,1,nee,https://nl.linkedin.com/jobs/view/manager-global-marketplace-operations-at-pcs-wireless-4463885911,webshop beheerder
Petite Amélie,,domein niet gevonden,Business Systems &amp; Automation Manager,,2026-09-08,Weesp,1,nee,https://nl.linkedin.com/jobs/view/business-systems-automation-manager-at-petite-am%C3%A9lie-4462528803,webshop beheerder
Pets Place Boerenbond Retail B.V.,,domein niet gevonden,Category Assistent,,2026-09-09,Ede,1,nee,https://nl.linkedin.com/jobs/view/category-assistent-at-pets-place-boerenbond-retail-b-v-4465085391,e-commerce medewerker
PGS ULLU Paletten,,domein niet gevonden,Customer Service Officer (M/F/X),,2026-08-10,"Gistel, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-officer-m-f-x-at-pgs-ullu-paletten-4451535040,klantenservice medewerker
Picnic Technologies,,domein niet gevonden,Working Student Content Editor,,2026-09-18,Amsterdam,4,nee,https://nl.linkedin.com/jobs/view/working-student-content-editor-at-picnic-technologies-4450602285,webshop beheerder
PinDirect by Cyber & Mason,,domein niet gevonden,Medewerker Customer Support,ja,2026-09-14,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-support-at-pindirect-by-cyber-mason-4467070749,klantenservice medewerker
Platinum Outdoorable,,domein niet gevonden,Sales Support Medewerker,ja,2026-09-11,Breda,1,nee,https://nl.linkedin.com/jobs/view/sales-support-medewerker-at-platinum-outdoorable-4466044477,support medewerker webshop
PLUS Retail,,domein niet gevonden,Medewerker Winkel Helpdesk,ja,2026-09-04,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/medewerker-winkel-helpdesk-at-plus-retail-4340155657,klantenservice medewerker
PM,,domein niet gevonden,BBL-leerling Logistiek medewerker,,2025-12-03,Dedemsvaart,1,nee,https://nl.linkedin.com/jobs/view/bbl-leerling-logistiek-medewerker-at-pm-4325503324,logistiek medewerker webshop
Postex DACH,,domein niet gevonden,Customer Success &amp; Support Consultant (40 uur),ja,2026-07-28,Gouda,1,nee,https://nl.linkedin.com/jobs/view/customer-success-support-consultant-40-uur-at-postex-dach-4446002322,customer happiness
Pro Warehouse ,,domein niet gevonden,Klantenservicemedewerker,ja,2026-09-04,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/klantenservicemedewerker-at-pro-warehouse-%EF%A3%BF-4463370329,support medewerker webshop
Progressive,,domein niet gevonden,IT Servicedesk Medewerker | Zorg | Woerden,ja,2026-08-24,Woerden,1,nee,https://nl.linkedin.com/jobs/view/it-servicedesk-medewerker-zorg-woerden-at-progressive-4453117246,webcare medewerker
Prowise NL,,domein niet gevonden,Customer Service Medewerker (Duitstalig),ja,2026-09-19,Budel,2,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-duitstalig-at-prowise-nl-4466934866,support medewerker webshop
Prénatal,,domein niet gevonden,SEO-specialist,,2026-09-22,Amersfoort,1,nee,https://nl.linkedin.com/jobs/view/seo-specialist-at-prenatal-moeder-en-kind-b-v-4468548197,webcare medewerker
Publitas.com,,domein niet gevonden,Senior Customer Success Manager ( SaaS / Remote / Dutch),ja,2026-09-08,Nederland,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-remote-dutch-at-publitas-com-4458166743,customer happiness
Puffy,,domein niet gevonden,Senior Director - Performance Marketing (Remote),,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/senior-director-performance-marketing-remote-at-puffy-4454179616,online marketeer webshop
"PurpleBird - webdesign, ontwikkeling & online marketing",,domein niet gevonden,SEO &amp; GEO Marketeer (2–4 jaar ervaring),,2026-09-14,Utrecht,1,nee,https://nl.linkedin.com/jobs/view/seo-geo-marketeer-2%E2%80%934-jaar-ervaring-at-purplebird-webdesign-ontwikkeling-online-marketing-4467044975,online marketeer webshop
Purson,,domein niet gevonden,Customer Service Officer,,2026-09-07,"Tessenderlo, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-service-officer-at-purson-4464350886,klantenservice medewerker
PXR Media,,domein niet gevonden,Redacteur Autoblog,,2026-09-15,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/redacteur-autoblog-at-pxr-media-4467497974,content specialist webshop
Q8,,domein niet gevonden,Customer Service Representative,ja,2026-09-18,"Antwerpen, Vlaanderen, België",2,nee,https://be.linkedin.com/jobs/view/customer-service-representative-at-q8-4435482276,klantenservice medewerker
Qargo TMS,,domein niet gevonden,Customer Support Officer (BE),,2026-09-04,"Gent, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-support-officer-be-at-qargo-tms-4461975157,klantenservice medewerker
QING | Food Automation,,domein niet gevonden,Contentmarketeer B2B (tijdelijke functie),,2026-09-14,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/contentmarketeer-b2b-tijdelijke-functie-at-qing-food-automation-4467028755,content specialist webshop
Rail-Flow,,domein niet gevonden,Senior Customer Success Manager - SaaS (m/f/x),ja,2026-06-12,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/senior-customer-success-manager-saas-m-f-x-at-rail-flow-4425317073,customer happiness
Railtech BV,,domein niet gevonden,Logistiek Medewerker (32-38),,2026-09-07,Ouderkerk aan de Amstel,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-32-38-at-railtech-bv-4464303556,logistiek medewerker webshop
Randstad Belgium,,domein niet gevonden,Customer Care Professional,ja,2026-08-27,"Brussel, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-professional-at-randstad-belgium-4431664411,klantenservice medewerker
Ravago,,domein niet gevonden,CUSTOMER ORDER &amp; EXPORT COORDINATOR ( DRI Rubber),ja,2026-08-24,Waalwijk,1,nee,https://nl.linkedin.com/jobs/view/customer-order-export-coordinator-dri-rubber-at-ravago-4456506207,orderverwerking medewerker
Rensa Family Company,,domein niet gevonden,E-Commerce Search &amp; Merchandising Specialist,,2026-09-08,Doetinchem,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-search-merchandising-specialist-at-rensa-family-company-4464454587,e-commerce medewerker
Rensa Verwarming + Ventilatie,,domein niet gevonden,E-Commerce Search &amp; Merchandising Specialist,,2026-09-01,Doetinchem,1,nee,https://nl.linkedin.com/jobs/view/e-commerce-search-merchandising-specialist-at-rensa-verwarming-%2B-ventilatie-4460236851,e-commerce medewerker
RIMOWA,,domein niet gevonden,Client Advisor - AMSTERDAM DE BIJENKORF (m/f/d),,2026-09-17,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/client-advisor-amsterdam-de-bijenkorf-m-f-d-at-rimowa-4449018386,customer happiness
Rituals (B Corp™),,domein niet gevonden,Customer Relations and Sales Ambassador German – CHO EDGE Amsterdam | 32-40h,,2026-09-15,Amsterdam,3,nee,https://nl.linkedin.com/jobs/view/customer-relations-and-sales-ambassador-german-%E2%80%93-cho-edge-amsterdam-32-40h-at-rituals-b-corp%E2%84%A2-4458257606,customer happiness
Robin Radar Systems,,domein niet gevonden,Customer Success Manager - AVIAN,ja,2026-09-17,Delft,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-avian-at-robin-radar-systems-4449473745,customer happiness
Royal Avebe,,domein niet gevonden,Teamlead Ordermanagement,,2026-09-07,Veendam,1,nee,https://nl.linkedin.com/jobs/view/teamlead-ordermanagement-at-royal-avebe-4461898469,orderverwerking
Royal FloraHolland,,domein niet gevonden,Product Support Medewerker,ja,2026-07-17,Honselersdijk,1,nee,https://nl.linkedin.com/jobs/view/product-support-medewerker-at-royal-floraholland-4452443158,support medewerker webshop
Royal Meilink,,domein niet gevonden,Commercieel medewerker binnendienst - Administratief,,2026-07-21,Boxmeer,1,nee,https://nl.linkedin.com/jobs/view/commercieel-medewerker-binnendienst-administratief-at-royal-meilink-4443378694,orderverwerking medewerker
Royal Swinkels,,domein niet gevonden,Global Marketplace Specialist,,2026-09-08,Lieshout,1,nee,https://nl.linkedin.com/jobs/view/global-marketplace-specialist-at-royal-swinkels-4464474042,e-commerce medewerker
Runnr.ai,,domein niet gevonden,Customer Success Manager,ja,2026-09-22,"Utrecht, Nederland",1,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-runnr-ai-4470299624,customer happiness
RX Group,,domein niet gevonden,CUSTOMER SUCCESS COORDINATOR GEZOCHT,ja,2026-08-27,Gemert,2,nee,https://nl.linkedin.com/jobs/view/customer-success-coordinator-gezocht-at-rx-group-4459696607,customer happiness
S4D,,domein niet gevonden,Customer Success Manager (Nederlands),ja,2026-06-30,Amsterdam,2,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-nederlands-at-s4d-4434986304,customer happiness
Sawadee Reizen,,domein niet gevonden,Product Marketeer (39 uur p/w),,2026-08-26,Amsterdam,1,nee,https://nl.linkedin.com/jobs/view/product-marketeer-39-uur-p-w-at-sawadee-reizen-4459150255,content specialist webshop
Scheldeland Verzekeringen,,domein niet gevonden,Customer Care - Heule,,2026-07-11,"Heule, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/customer-care-heule-at-scheldeland-verzekeringen-4439526106,klantenservice medewerker
Scherp Online,,domein niet gevonden,Online Marketing Strateeg (32-40 uur) | Eindhoven,,2026-09-14,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/online-marketing-strateeg-32-40-uur-eindhoven-at-scherponline-nl-bv-4467092642,online marketeer webshop
Schipper Accountants,,domein niet gevonden,Mede­werker Marke­ting &amp; Commu­nicatie,,2026-09-02,Goes,1,nee,https://nl.linkedin.com/jobs/view/mede%C2%ADwerker-marke%C2%ADting-commu%C2%ADnicatie-at-schipper-accountants-4461325637,content specialist webshop
Schoenfabriek Wed. J.P. van Bommel bv,,domein niet gevonden,Orderpicker / Allround Magazijn medewerker,ja,2026-09-04,Moergestel,1,nee,https://nl.linkedin.com/jobs/view/orderpicker-allround-magazijn-medewerker-at-schoenfabriek-wed-j-p-van-bommel-bv-4461172889,orderverwerking
Schwalbe Benelux,,domein niet gevonden,Logistiek medewerker,,2026-07-14,Hoofddorp,1,nee,https://nl.linkedin.com/jobs/view/logistiek-medewerker-at-schwalbe-benelux-4440579131,logistiek medewerker webshop
Sciential - Digital Marketing for Life Sciences Brands,,domein niet gevonden,WORDPRESS DEVELOPMENT SPECIALIST IN ROTTERDAM (36 HOURS/WEEK),,2026-08-05,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/wordpress-development-specialist-in-rotterdam-36-hours-week-at-sciential-digital-marketing-for-life-sciences-brands-4448991025,content specialist webshop
SD Guthrie International Zwijndrecht Refinery,,domein niet gevonden,Sales Support,,2026-09-11,Zwijndrecht,1,nee,https://nl.linkedin.com/jobs/view/sales-support-at-sd-guthrie-international-zwijndrecht-refinery-4466067810,orderverwerking
SD Worx Professionals Belgium,,domein niet gevonden,Ervaren Customer Service Medewerker,ja,2026-09-16,Gent en omgeving,3,nee,https://be.linkedin.com/jobs/view/ervaren-customer-service-medewerker-at-sd-worx-professionals-belgium-4466820900,klantenservice medewerker
Search-On B.V.,,domein niet gevonden,Category Manager E-commerce,,2026-09-21,"Noord-Holland, Nederland",1,nee,https://nl.linkedin.com/jobs/view/category-manager-e-commerce-at-search-on-b-v-4469902784,webshop beheerder
Securitas Belgium,,domein niet gevonden,Client Care Officer,,2026-09-02,"Machelen, Vlaanderen, België",1,nee,https://be.linkedin.com/jobs/view/client-care-officer-at-securitas-belgium-4455623130,klantenservice medewerker
Sentyron,,domein niet gevonden,Junior medewerker Supply Chain &amp; Purchasing,,2026-08-13,Delft,1,nee,https://nl.linkedin.com/jobs/view/junior-medewerker-supply-chain-purchasing-at-sentyron-4464321562,orderverwerking medewerker
Service Best International B.V.,,domein niet gevonden,Medewerker Customer Relations (32 tot 40 uur),ja,2026-09-07,Eindhoven,1,nee,https://nl.linkedin.com/jobs/view/medewerker-customer-relations-32-tot-40-uur-at-service-best-international-b-v-4464306303,customer happiness
ShipBob,,domein niet gevonden,Operations Support Manager,ja,2026-09-17,Rilland,2,nee,https://nl.linkedin.com/jobs/view/operations-support-manager-at-shipbob-4467560533,support medewerker webshop
Silk'n | Beautiful Technology,,domein niet gevonden,Global Content &amp; Copy Specialist (Omnichannel),,2026-08-27,Rotterdam,1,nee,https://nl.linkedin.com/jobs/view/global-content-copy-specialist-omnichannel-at-silk-n-beautiful-technology-4458638058,content specialist webshop
Smartphonehoesjes.nl,,domein niet gevonden,Customer Journey Specialist,ja,2026-06-16,Leusden,3,nee,https://nl.linkedin.com/jobs/view/customer-journey-specialist-at-smartphonehoesjes-nl-4429546635,e-commerce medewerker
SoftwareOne,,domein niet gevonden,Customer Success Manager,ja,2026-09-21,Amsterdam,4,nee,https://nl.linkedin.com/jobs/view/customer-success-manager-at-softwareone-4468775473,customer happiness
"Solera Holdings, LLC.",,domein niet gevonden,Junior Customer Success Representative,ja,2026-08-02,Den Haag,1,nee,https://nl.linkedin.com/jobs/view/junior-customer-success-representative-at-solera-holdings-llc-4402372368,customer happiness
SomnoMed France,,domein niet gevonden,Customer service Medewerker (Dutch fluent),ja,2026-01-08,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/customer-service-medewerker-dutch-fluent-at-somnomed-france-4330913083,klantenservice medewerker
Specialized Bicycle Components,,domein niet gevonden,Digital Merchandising Specialist EMEA,,2026-09-17,Arnhem,1,nee,https://nl.linkedin.com/jobs/view/digital-merchandising-specialist-emea-at-specialized-bicycle-components-4459178706,e-commerce medewerker
SPINO Managed Services,,domein niet gevonden,Medewerker Servicedesk,ja,2026-08-18,Nieuwegein,1,nee,https://nl.linkedin.com/jobs/view/medewerker-servicedesk-at-spino-managed-services-4455720453,support medewerker webshop
Spring Professional Belgium,,domein niet gevonden,Custmer Care FR/NL,,2026-09-11,"Brussel, Brussels Hoofdstedelijk Gewest, België",1,nee,https://be.linkedin.com/jobs/view/custmer-care-fr-nl-at-spring-professional-belgium-4466082341,klantenservice medewerker
